run id,shared,expertise,strategy,time to plan,average risk,max risk,foam collisions,wood collisions,metal collisions,best makespan,human makespan,best robot makespan,estimated robot makespan,robot foam,robot wood,robot metal
0,0,exp,RiskAssessmentPlanner,55760,0.005008484848484849,0.049408000000000014,2,0,1,234.0,121.5,234.0,271.5,3,3,3
1,0,exp,RiskAssessmentPlanner,55195,0.005008484848484849,0.049408000000000014,2,0,1,234.0,121.5,234.0,271.5,3,3,3
2,0,exp,RiskAssessmentPlanner,54969,0.005008484848484849,0.049408000000000014,2,0,1,234.0,121.5,234.0,271.5,3,3,3
3,0,exp,RiskAssessmentPlanner,54905,0.005008484848484849,0.049408000000000014,2,0,1,234.0,121.5,234.0,271.5,3,3,3
4,0,exp,RiskAssessmentPlanner,55507,0.005008484848484849,0.049408000000000014,2,0,1,234.0,121.5,234.0,271.5,3,3,3
5,0,exp,MakespanPlanner,68355,0.06964995833333336,0.40960000000000013,0,1,1,121.5,121.5,88.0,99.5,3,3,3
6,0,exp,MakespanPlanner,56120,0.06517096296296297,0.25600000000000006,1,1,1,122.5,121.5,122.5,155.0,3,3,3
7,0,exp,MakespanPlanner,68250,0.04246696296296298,0.17612800000000006,2,2,1,121.5,121.5,120.5,141.25,3,3,3
8,0,exp,MakespanPlanner,67902,0.06979972222222224,0.45226666666666676,0,1,1,121.5,121.5,101.5,110.875,3,3,3
9,0,exp,MakespanPlanner,98226,0.05964474074074075,0.24320000000000006,2,1,1,121.5,121.5,117.0,150.0,3,3,3
10,0,exp,RiskPlanner,44974,0.003426262626262627,0.02304000000000001,2,1,0,234.0,121.5,234.0,271.5,3,3,3
11,0,exp,RiskPlanner,47420,0.00399275420875421,0.03032000000000001,2,2,0,234.0,121.5,234.0,284.0,3,3,3
12,0,exp,RiskPlanner,42180,0.0032840404040404055,0.02304000000000001,1,1,0,234.0,121.5,234.0,259.0,3,3,3
13,0,exp,RiskPlanner,45140,0.003426262626262627,0.02304000000000001,2,1,0,234.0,121.5,234.0,271.5,3,3,3
14,0,exp,RiskPlanner,47211,0.0029880404040404053,0.015280000000000005,1,0,0,234.0,121.5,234.0,246.5,3,3,3
15,0,exp,Planner,15279,0.07646981481481484,0.8192000000000003,1,1,1,131.75,121.5,131.75,151.125,3,3,3
16,0,exp,Planner,15156,0.060099407407407414,0.32000000000000006,1,2,1,121.5,121.5,121.25,147.375,3,3,3
17,0,exp,Planner,15097,0.047830222222222246,0.25600000000000006,1,1,0,121.5,121.5,78.5,86.625,3,3,3
18,0,exp,Planner,15238,0.0524238888888889,0.25600000000000006,1,1,1,121.5,121.5,115.75,138.875,3,3,3
19,0,exp,Planner,15077,0.09481462962962965,0.40960000000000013,1,2,1,121.5,121.5,67.75,81.375,3,3,3
20,0,unexp,RiskAssessmentPlanner,59038,0.03661866666666668,0.19091200000000008,2,0,2,234.0,177.75,234.0,284.0,3,3,3
21,0,unexp,RiskAssessmentPlanner,58873,0.03661866666666668,0.19091200000000008,2,0,2,234.0,177.75,234.0,284.0,3,3,3
22,0,unexp,RiskAssessmentPlanner,58759,0.03661866666666668,0.19091200000000008,2,0,2,234.0,177.75,234.0,284.0,3,3,3
23,0,unexp,RiskAssessmentPlanner,58395,0.03661866666666668,0.19091200000000008,2,0,2,234.0,177.75,234.0,284.0,3,3,3
24,0,unexp,RiskAssessmentPlanner,58467,0.03661866666666668,0.19091200000000008,2,0,2,234.0,177.75,234.0,284.0,3,3,3
25,0,unexp,MakespanPlanner,68218,0.1836102777777778,1.0240000000000002,0,2,0,177.75,177.75,123.25,134.75,3,3,3
26,0,unexp,MakespanPlanner,68410,0.3219333333333334,1.6384000000000005,2,2,0,177.75,177.75,74.0,87.5,3,3,3
27,0,unexp,MakespanPlanner,68234,0.2490907407407408,1.0240000000000002,3,3,0,177.75,177.75,104.0,134.0,3,3,3
28,0,unexp,MakespanPlanner,68378,0.16605611111111113,1.0240000000000002,1,2,0,177.75,177.75,94.25,114.25,3,3,3
29,0,unexp,MakespanPlanner,68354,0.4300975555555557,2.0480000000000005,3,3,0,177.75,177.75,86.75,118.75,3,3,3
30,0,unexp,RiskPlanner,46325,0.02304963855421687,0.09936000000000002,1,2,0,234.0,177.75,234.0,271.5,3,3,3
31,0,unexp,RiskPlanner,42737,0.03493511111111112,0.20480000000000004,3,3,1,234.0,177.75,234.0,321.5,3,3,3
32,0,unexp,RiskPlanner,46440,0.02304963855421687,0.09936000000000002,1,2,0,234.0,177.75,234.0,271.5,3,3,3
33,0,unexp,RiskPlanner,46691,0.02304963855421687,0.09936000000000002,1,2,0,234.0,177.75,234.0,271.5,3,3,3
34,0,unexp,RiskPlanner,43653,0.03493511111111112,0.20480000000000004,3,3,1,234.0,177.75,234.0,321.5,3,3,3
35,0,unexp,Planner,15232,0.3324562962962964,3.276800000000001,1,0,2,177.75,177.75,115.0,136.875,3,3,3
36,0,unexp,Planner,15085,0.21768177777777786,2.0480000000000005,0,0,2,177.75,177.75,105.5,120.5,3,3,3
37,0,unexp,Planner,15118,0.32110518518518527,1.2800000000000002,2,2,0,177.75,177.75,93.5,105.875,3,3,3
38,0,unexp,Planner,15115,0.25144400000000006,1.1250000000000002,1,0,2,177.75,177.75,98.0,115.125,3,3,3
39,0,unexp,Planner,15002,0.30153333333333343,1.6512000000000004,0,0,3,177.75,177.75,74.5,85.0,3,3,3
40,2,exp,RiskAssessmentPlanner,91699,0.005826262626262627,0.049408000000000014,1,1,1,219.0,121.5,219.0,256.5,3,3,3
41,2,exp,RiskAssessmentPlanner,92018,0.008140000000000003,0.049408000000000014,1,1,1,208.0,132.5,208.0,245.5,2,3,3
42,2,exp,RiskAssessmentPlanner,77327,0.005808695652173915,0.049408000000000014,1,1,1,234.0,116.5,234.0,271.5,2,3,4
43,2,exp,RiskAssessmentPlanner,77920,0.005808695652173915,0.049408000000000014,1,1,1,234.0,116.5,234.0,271.5,2,3,4
44,2,exp,RiskAssessmentPlanner,77297,0.005808695652173915,0.049408000000000014,1,1,1,234.0,116.5,234.0,271.5,2,3,4
45,2,exp,MakespanPlanner,90659,0.08172355555555559,0.5120000000000001,2,1,2,90.5,81.0,90.5,114.125,4,4,4
46,2,exp,MakespanPlanner,90358,0.050577454545454564,0.32000000000000006,3,1,2,106.5,92.0,106.5,144.25,3,4,4
47,2,exp,MakespanPlanner,98221,0.13398818181818184,0.6758400000000002,0,3,2,96.0,94.5,96.0,114.125,4,3,4
48,2,exp,MakespanPlanner,90117,0.10831477272727276,0.8192000000000003,1,1,1,93.75,92.0,93.75,109.625,3,4,4
49,2,exp,MakespanPlanner,86266,0.10458621212121216,0.4642133333333335,2,3,1,92.0,92.0,88.25,114.125,3,4,4
50,2,exp,RiskPlanner,43677,0.001936242424242425,0.015333333333333338,0,0,0,286.0,97.0,286.0,286.0,4,4,3
51,2,exp,RiskPlanner,44962,0.0024097777777777785,0.021120000000000007,1,2,0,286.0,97.0,286.0,323.5,4,4,3
52,2,exp,RiskPlanner,52437,0.0025355151515151523,0.02320000000000001,2,1,0,286.0,97.0,286.0,323.5,4,4,3
53,2,exp,RiskPlanner,43611,0.001936242424242425,0.015333333333333338,0,0,0,286.0,97.0,286.0,286.0,4,4,3
54,2,exp,RiskPlanner,51703,0.002523878787878789,0.02320000000000001,2,1,0,286.0,97.0,286.0,323.5,4,4,3
55,2,exp,Planner,15088,0.047675486111111116,0.2733333333333334,0,2,0,134.75,81.0,134.75,145.25,4,4,4
56,2,exp,Planner,15708,0.04785583061224491,0.25600000000000006,1,0,0,119.25,105.5,119.25,123.25,3,3,4
57,2,exp,Planner,15093,0.05582266666666669,0.5120000000000001,1,0,2,139.25,81.0,139.25,156.75,4,4,4
58,2,exp,Planner,15361,0.020918250688705238,0.16000000000000003,1,0,1,138.0,92.0,138.0,153.0,3,4,4
59,2,exp,Planner,15643,0.05018750000000001,0.25600000000000006,1,2,0,110.5,105.5,110.5,127.625,3,3,4
60,2,unexp,RiskAssessmentPlanner,52859,0.02919440000000001,0.19686400000000007,2,0,2,230.0,165.5,230.0,280.0,4,4,2
61,2,unexp,RiskAssessmentPlanner,52578,0.02919440000000001,0.19686400000000007,2,0,2,230.0,165.5,230.0,280.0,4,4,2
62,2,unexp,RiskAssessmentPlanner,52591,0.02919440000000001,0.19686400000000007,2,0,2,230.0,165.5,230.0,280.0,4,4,2
63,2,unexp,RiskAssessmentPlanner,52605,0.02919440000000001,0.19686400000000007,2,0,2,230.0,165.5,230.0,280.0,4,4,2
64,2,unexp,RiskAssessmentPlanner,52651,0.02919440000000001,0.19686400000000007,2,0,2,230.0,165.5,230.0,280.0,4,4,2
65,2,unexp,MakespanPlanner,168522,0.2645668750000001,2.0480000000000005,1,1,2,118.5,118.5,108.75,123.875,4,4,4
66,2,unexp,MakespanPlanner,88308,0.11847500000000001,1.1250000000000002,0,1,2,132.25,118.5,132.25,153.75,4,4,4
67,2,unexp,MakespanPlanner,81662,0.337095138888889,2.0480000000000005,1,2,2,118.5,118.5,118.5,144.875,4,4,4
68,2,unexp,MakespanPlanner,98519,0.15755533333333338,1.6384000000000005,1,1,1,133.0,118.5,133.0,160.5,4,4,4
69,2,unexp,MakespanPlanner,113923,0.11716933333333336,1.0240000000000002,0,0,1,132.5,118.5,132.5,145.0,4,4,4
70,2,unexp,RiskPlanner,60221,0.012420000000000006,0.10240000000000003,0,1,0,312.0,118.5,312.0,324.5,4,4,4
71,2,unexp,RiskPlanner,60285,0.012420000000000006,0.10240000000000003,0,1,0,312.0,118.5,312.0,324.5,4,4,4
72,2,unexp,RiskPlanner,60500,0.013844000000000004,0.10704000000000002,2,1,0,312.0,118.5,312.0,349.5,4,4,4
73,2,unexp,RiskPlanner,60186,0.012420000000000006,0.10240000000000003,0,1,0,312.0,118.5,312.0,324.5,4,4,4
74,2,unexp,RiskPlanner,57643,0.014660000000000005,0.10720000000000002,1,2,0,312.0,118.5,312.0,349.5,4,4,4
75,2,unexp,Planner,15057,0.2689913333333334,2.0480000000000005,2,2,2,140.75,118.5,140.75,172.5,4,4,4
76,2,unexp,Planner,15053,0.14740370833333336,0.8192000000000003,2,1,2,150.25,118.5,150.25,178.0,4,4,4
77,2,unexp,Planner,15356,0.06414000000000003,0.40960000000000013,1,3,1,168.25,134.5,168.25,213.875,3,4,4
78,2,unexp,Planner,15120,0.19285166666666673,0.9360000000000003,1,2,2,140.0,118.5,140.0,161.25,4,4,4
79,2,unexp,Planner,15146,0.17348222222222223,0.8333333333333335,2,2,1,139.25,118.5,139.25,160.875,4,4,4
80,4,exp,RiskAssessmentPlanner,59733,0.0035418181818181833,0.04761600000000001,1,0,1,286.0,104.5,286.0,311.0,5,5,1
81,4,exp,RiskAssessmentPlanner,59563,0.0035418181818181833,0.04761600000000001,1,0,1,286.0,104.5,286.0,311.0,5,5,1
82,4,exp,RiskAssessmentPlanner,59839,0.0035418181818181833,0.04761600000000001,1,0,1,286.0,104.5,286.0,311.0,5,5,1
83,4,exp,RiskAssessmentPlanner,59691,0.0035418181818181833,0.04761600000000001,1,0,1,286.0,104.5,286.0,311.0,5,5,1
84,4,exp,RiskAssessmentPlanner,59696,0.0035418181818181833,0.04761600000000001,1,0,1,286.0,104.5,286.0,311.0,5,5,1
85,4,exp,MakespanPlanner,140511,0.13466666666666668,0.4642133333333335,2,0,2,76.0,76.0,71.75,84.875,3,4,5
86,4,exp,MakespanPlanner,126651,0.14594333333333337,0.6280533333333335,3,2,1,79.5,76.0,79.5,98.875,3,4,5
87,4,exp,MakespanPlanner,141382,0.08576369230769233,0.5120000000000001,2,1,1,74.25,65.0,74.25,83.0,4,4,5
88,4,exp,MakespanPlanner,122784,0.12257666666666671,0.5120000000000001,3,1,1,81.75,76.0,81.75,101.375,3,4,5
89,4,exp,MakespanPlanner,141980,0.11627282051282053,0.5120000000000001,2,3,1,76.25,65.0,76.25,89.25,4,4,5
90,4,exp,RiskPlanner,59345,8.192000000000003E-4,0.016000000000000004,1,0,0,390.0,40.5,390.0,402.5,5,5,5
91,4,exp,RiskPlanner,59319,8.192000000000003E-4,0.016000000000000004,1,0,0,390.0,40.5,390.0,402.5,5,5,5
92,4,exp,RiskPlanner,57366,8.094024691358027E-4,0.01807407407407408,0,1,0,390.0,40.5,390.0,402.5,5,5,5
93,4,exp,RiskPlanner,59389,8.192000000000003E-4,0.016000000000000004,1,0,0,390.0,40.5,390.0,402.5,5,5,5
94,4,exp,RiskPlanner,59320,8.192000000000003E-4,0.016000000000000004,1,0,0,390.0,40.5,390.0,402.5,5,5,5
95,4,exp,Planner,17548,0.007959346938775511,0.16000000000000003,0,0,1,204.75,51.5,204.75,217.25,4,5,5
96,4,exp,Planner,17194,0.005601777777777779,0.10960000000000003,1,0,1,199.75,40.5,199.75,217.25,5,5,5
97,4,exp,Planner,16273,0.05287692307692309,0.5120000000000001,1,1,2,193.5,67.5,193.5,219.0,4,5,4
98,4,exp,Planner,17199,0.007714133333333335,0.16000000000000003,0,1,1,198.0,40.5,198.0,223.0,5,5,5
99,4,exp,Planner,17257,0.01196266666666667,0.20480000000000007,1,0,1,130.75,40.5,130.75,138.875,5,5,5
100,4,unexp,RiskAssessmentPlanner,81516,0.010489950900163667,0.12416000000000003,1,1,1,293.0,102.5,293.0,330.5,5,4,4
101,4,unexp,RiskAssessmentPlanner,78117,0.025972000000000005,0.12416000000000003,1,1,1,225.0,173.0,225.0,262.5,5,4,1
102,4,unexp,RiskAssessmentPlanner,81423,0.010489950900163667,0.12416000000000003,1,1,1,293.0,102.5,293.0,330.5,5,4,4
103,4,unexp,RiskAssessmentPlanner,76859,0.024124000000000003,0.12416000000000003,1,1,1,230.0,173.0,230.0,267.5,5,4,1
104,4,unexp,RiskAssessmentPlanner,77614,0.024124000000000003,0.12416000000000003,1,1,1,230.0,173.0,230.0,267.5,5,4,1
105,4,unexp,MakespanPlanner,150418,0.45773292307692326,1.6384000000000005,3,0,1,94.25,91.25,94.25,113.5,3,5,5
106,4,unexp,MakespanPlanner,152040,0.5002713846153848,3.276800000000001,3,0,3,102.75,98.75,102.75,127.75,4,5,4
107,4,unexp,MakespanPlanner,147949,0.42057435897435913,1.774933333333334,2,1,2,95.0,91.25,95.0,118.125,3,5,5
108,4,unexp,MakespanPlanner,144280,0.38643076923076936,1.6384000000000005,3,1,0,97.0,91.25,97.0,116.25,3,5,5
109,4,unexp,MakespanPlanner,147152,0.4715409615384617,2.211840000000001,3,1,1,94.0,91.25,94.0,108.625,3,5,5
110,4,unexp,RiskPlanner,94226,0.007674666666666668,0.10320000000000001,0,1,0,390.0,59.25,390.0,402.5,5,5,5
111,4,unexp,RiskPlanner,214680,0.010960000000000003,0.20480000000000007,1,1,1,352.5,59.25,352.5,390.0,5,5,5
112,4,unexp,RiskPlanner,59826,0.016408000000000006,0.09856000000000004,1,1,0,260.0,173.0,260.0,285.0,5,4,1
113,4,unexp,RiskPlanner,100313,0.022520000000000005,0.16102400000000006,2,1,1,260.0,165.5,260.0,310.0,4,4,2
114,4,unexp,RiskPlanner,210833,0.010960000000000003,0.20480000000000007,1,1,1,337.5,59.25,337.5,375.0,5,5,5
115,4,unexp,Planner,17256,0.14538666666666672,2.0480000000000005,1,0,1,141.5,59.25,141.5,151.5,5,5,5
116,4,unexp,Planner,16861,0.38954000000000005,3.276800000000001,1,1,1,122.5,114.75,122.5,138.75,4,3,5
117,4,unexp,Planner,16562,0.17961538461538468,2.0480000000000005,2,1,1,160.0,95.0,160.0,180.0,4,4,5
118,4,unexp,Planner,17199,0.05052000000000001,0.40960000000000013,0,0,1,144.5,59.25,144.5,149.5,5,5,5
119,4,unexp,Planner,16643,0.19959285714285718,2.0480000000000005,1,2,1,133.75,82.75,133.75,155.75,5,5,4
120,6,exp,RiskAssessmentPlanner,126401,0.030660615384615394,0.25600000000000006,2,0,0,97.25,60.0,97.25,112.75,2,6,5
121,6,exp,RiskAssessmentPlanner,114750,0.013048000000000004,0.40960000000000013,1,0,0,127.0,24.5,127.0,139.5,5,5,6
122,6,exp,RiskAssessmentPlanner,201899,0.01842378571428572,0.10240000000000003,0,0,0,182.0,56.5,182.0,182.0,6,3,5
123,6,exp,RiskAssessmentPlanner,165792,0.013048000000000004,0.40960000000000013,1,0,0,136.0,24.5,136.0,148.5,5,5,6
124,6,exp,RiskAssessmentPlanner,151106,0.013048000000000004,0.40960000000000013,1,0,0,126.25,24.5,126.25,138.75,5,5,6
125,6,exp,MakespanPlanner,177755,0.18130051282051285,0.8192000000000003,2,1,2,62.5,62.5,61.75,71.125,3,5,5
126,6,exp,MakespanPlanner,153641,0.14564102564102568,0.5120000000000001,2,1,0,63.0,57.5,63.0,68.625,2,5,6
127,6,exp,MakespanPlanner,156071,0.14413128205128212,0.5120000000000001,2,1,0,63.0,57.5,63.0,68.625,2,5,6
128,6,exp,MakespanPlanner,159716,0.15584820512820516,0.8192000000000003,2,0,2,63.0,62.5,63.0,70.5,3,5,5
129,6,exp,MakespanPlanner,156718,0.15030482051282054,0.5120000000000001,3,3,0,64.25,60.0,64.25,75.5,3,4,6
130,6,exp,RiskPlanner,412094,0.0030117647058823535,0.10240000000000002,0,0,0,307.0,11.0,307.0,307.0,5,6,6
131,6,exp,RiskPlanner,100063,0.005872000000000001,0.04000000000000001,0,0,0,177.0,177.0,139.0,139.0,6,0,0
132,6,exp,RiskPlanner,73413,0.005872000000000001,0.04000000000000001,0,0,0,177.0,177.0,139.0,139.0,6,0,0
133,6,exp,RiskPlanner,432703,0.0011764705882352944,0.04000000000000001,0,0,0,397.0,11.0,397.0,397.0,5,6,6
134,6,exp,RiskPlanner,121683,0.011068000000000003,0.10240000000000003,0,0,0,177.0,177.0,134.75,134.75,6,0,0
135,6,exp,Planner,17408,0.023940000000000003,0.32000000000000006,1,0,1,232.0,27.0,232.0,239.0,5,6,5
136,6,exp,Planner,17012,0.0038117647058823543,0.06400000000000002,0,0,0,156.0,16.0,156.0,156.0,6,6,5
137,6,exp,Planner,17396,0.0012240000000000003,0.03916800000000001,0,0,1,211.75,27.0,211.75,224.25,5,6,5
138,6,exp,Planner,16811,0.027858823529411773,0.8192000000000003,0,0,2,198.5,16.0,198.5,205.375,6,6,5
139,6,exp,Planner,17797,1.8823529411764712E-4,0.006400000000000002,0,0,0,208.0,13.5,208.0,208.0,6,5,6
140,6,unexp,RiskAssessmentPlanner,78604,0.11943138461538466,1.6384000000000005,1,0,0,161.75,80.0,161.75,174.25,1,6,6
141,6,unexp,RiskAssessmentPlanner,68156,0.11943138461538463,1.0240000000000002,1,0,0,121.75,80.0,121.75,134.25,1,6,6
142,6,unexp,RiskAssessmentPlanner,111007,0.07524342857142859,1.0240000000000002,1,0,0,192.75,64.0,192.75,205.25,2,6,6
143,6,unexp,RiskAssessmentPlanner,78448,0.18236000000000008,0.40960000000000013,0,0,0,118.5,118.5,93.25,93.25,6,0,6
144,6,unexp,RiskAssessmentPlanner,97195,0.0898929230769231,1.0240000000000002,1,0,0,166.75,80.0,166.75,179.25,1,6,6
145,6,unexp,MakespanPlanner,183809,0.5547276190476192,1.6384000000000005,2,0,0,68.75,64.0,68.75,72.5,2,6,6
146,6,unexp,MakespanPlanner,190180,0.6578285714285718,2.0480000000000005,3,2,0,67.75,67.75,67.75,77.125,3,5,6
147,6,unexp,MakespanPlanner,187945,0.6469485714285718,2.0480000000000005,3,2,0,68.75,67.75,68.75,78.125,3,5,6
148,6,unexp,MakespanPlanner,186411,0.6002285714285716,2.0480000000000005,3,1,0,69.0,67.75,69.0,76.5,3,5,6
149,6,unexp,MakespanPlanner,186110,0.611169523809524,2.0480000000000005,3,2,0,69.0,67.75,69.0,78.375,3,5,6
150,6,unexp,RiskPlanner,441434,0.012047058823529416,0.40960000000000013,0,0,0,332.0,16.0,332.0,332.0,5,6,6
151,6,unexp,RiskPlanner,60130,0.018640000000000004,0.10240000000000003,0,0,0,259.5,259.5,146.0,146.0,6,0,0
152,6,unexp,RiskPlanner,78963,0.03152,0.25600000000000006,0,0,0,259.5,259.5,136.0,136.0,6,0,0
153,6,unexp,RiskPlanner,116416,0.012320000000000005,0.02464000000000001,0,0,0,259.5,259.5,156.0,156.0,6,0,0
154,6,unexp,RiskPlanner,72222,0.031520000000000006,0.25600000000000006,0,0,0,259.5,259.5,137.0,137.0,6,0,0
155,6,unexp,Planner,19409,0.0,0.0,0,0,0,232.5,1.0,232.5,232.5,6,6,6
156,6,unexp,Planner,17594,0.1218666666666667,1.2800000000000002,0,1,2,161.75,43.25,161.75,175.75,6,5,5
157,6,unexp,Planner,17678,0.03216666666666668,0.5120000000000001,0,1,1,157.75,43.25,157.75,175.25,6,5,5
158,6,unexp,Planner,17683,0.017960000000000004,0.32000000000000006,0,1,1,242.75,43.25,242.75,260.25,6,5,5
159,6,unexp,Planner,19537,0.0,0.0,0,0,0,182.25,1.0,182.25,182.25,6,6,6